Date,Close
12/31/1999 16:00:00,91.38
1/7/2000 16:00:00,87.99
1/14/2000 16:00:00,92.75
1/21/2000 16:00:00,96.25
1/28/2000 16:00:00,85.94
2/4/2000 16:00:00,96.91
2/11/2000 16:00:00,98.95
2/18/2000 16:00:00,98.87
2/25/2000 16:00:00,104.46
3/3/2000 16:00:00,111.13
3/10/2000 16:00:00,114.63
3/17/2000 16:00:00,110.94
3/24/2000 16:00:00,118
3/31/2000 16:00:00,109.63
4/7/2000 16:00:00,106.94
4/14/2000 16:00:00,79.5
4/20/2000 16:00:00,87.63
4/28/2000 16:00:00,93.88
5/5/2000 16:00:00,91.5
5/12/2000 16:00:00,84.88
5/19/2000 16:00:00,81.38
5/26/2000 16:00:00,77.88
6/2/2000 16:00:00,93.63
6/9/2000 16:00:00,93.5
6/16/2000 16:00:00,94.17
6/23/2000 16:00:00,91.64
6/30/2000 16:00:00,93.19
7/7/2000 16:00:00,95.41
7/14/2000 16:00:00,98.94
7/21/2000 16:00:00,97.31
7/28/2000 16:00:00,86.81
8/4/2000 16:00:00,90
8/11/2000 16:00:00,90.88
8/18/2000 16:00:00,95.14
8/25/2000 16:00:00,98.38
9/1/2000 16:00:00,102.5
9/8/2000 16:00:00,94.88
9/15/2000 16:00:00,91.38
9/22/2000 16:00:00,92.94
9/29/2000 16:00:00,88.69
10/6/2000 16:00:00,83
10/13/2000 16:00:00,80.75
10/20/2000 16:00:00,86.31
10/27/2000 16:00:00,79.72
11/3/2000 16:00:00,83.06
11/10/2000 16:00:00,71.75
11/17/2000 16:00:00,72.83
11/24/2000 16:00:00,70.44
12/1/2000 16:00:00,64
12/8/2000 16:00:00,68
12/15/2000 16:00:00,63.88
12/22/2000 16:00:00,60.5
12/29/2000 16:00:00,58.38
1/5/2001 16:00:00,56.63
1/12/2001 16:00:00,62.73
1/19/2001 16:00:00,66.38
1/26/2001 16:00:00,65.55
2/2/2001 16:00:00,61.55
2/9/2001 16:00:00,56.4
2/16/2001 16:00:00,55.13
2/23/2001 16:00:00,51.18
3/2/2001 16:00:00,46.65
3/9/2001 16:00:00,45.1
3/16/2001 16:00:00,41.1
3/23/2001 16:00:00,42.8
3/30/2001 16:00:00,39.15
4/6/2001 16:00:00,36.3
4/12/2001 16:00:00,42.8
4/20/2001 16:00:00,48.4
4/27/2001 16:00:00,45.15
5/4/2001 16:00:00,48.2
5/11/2001 16:00:00,45.55
5/18/2001 16:00:00,48.04
5/25/2001 16:00:00,48.99
6/1/2001 16:00:00,46.05
6/8/2001 16:00:00,47.35
6/15/2001 16:00:00,42.6
6/22/2001 16:00:00,43.25
6/29/2001 16:00:00,45.7
7/6/2001 16:00:00,41.65
7/13/2001 16:00:00,43.7
7/20/2001 16:00:00,41.65
7/27/2001 16:00:00,41.95
8/3/2001 16:00:00,43.18
8/10/2001 16:00:00,40.28
8/17/2001 16:00:00,37.76
8/24/2001 16:00:00,39.3
8/31/2001 16:00:00,36.63
9/7/2001 16:00:00,33.7
9/10/2001 16:00:00,34.1
9/21/2001 16:00:00,28.19
9/28/2001 16:00:00,28.98
10/5/2001 16:00:00,31.77
10/12/2001 16:00:00,34.55
10/19/2001 16:00:00,33.55
10/26/2001 16:00:00,36.01
11/2/2001 16:00:00,35.6
11/9/2001 16:00:00,37.73
11/16/2001 16:00:00,39.37
11/23/2001 16:00:00,39.28
11/30/2001 16:00:00,39.65
12/7/2001 16:00:00,41.73
12/14/2001 16:00:00,40.11
12/21/2001 16:00:00,39.48
12/28/2001 16:00:00,40.33
1/4/2002 16:00:00,41.67
1/11/2002 16:00:00,40.85
1/18/2002 16:00:00,38.57
1/25/2002 16:00:00,38.83
2/1/2002 16:00:00,38.14
2/8/2002 16:00:00,36.17
2/15/2002 16:00:00,35.78
2/22/2002 16:00:00,33.65
3/1/2002 16:00:00,35.74
3/8/2002 16:00:00,38.67
3/15/2002 16:00:00,37.23
3/22/2002 16:00:00,36.68
3/28/2002 16:00:00,36.06
4/5/2002 16:00:00,34.37
4/12/2002 16:00:00,33.52
4/19/2002 16:00:00,34.46
4/26/2002 16:00:00,31.01
5/3/2002 16:00:00,29.74
5/10/2002 16:00:00,29.56
5/17/2002 16:00:00,32.93
5/24/2002 16:00:00,31.24
5/31/2002 16:00:00,30.04
6/7/2002 16:00:00,28.3
6/14/2002 16:00:00,27.62
6/21/2002 16:00:00,25.82
6/28/2002 16:00:00,26.07
7/5/2002 16:00:00,25.5
7/12/2002 16:00:00,24.8
7/19/2002 16:00:00,23.99
7/26/2002 16:00:00,22.67
8/2/2002 16:00:00,22.25
8/9/2002 16:00:00,23.33
8/16/2002 16:00:00,24.7
8/23/2002 16:00:00,25.15
8/30/2002 16:00:00,23.49
9/6/2002 16:00:00,22.85
9/13/2002 16:00:00,22.99
9/20/2002 16:00:00,21.67
9/27/2002 16:00:00,21.31
10/4/2002 16:00:00,20.35
10/11/2002 16:00:00,22.22
10/18/2002 16:00:00,23.81
10/25/2002 16:00:00,24.62
11/1/2002 16:00:00,25.25
11/8/2002 16:00:00,25.07
11/15/2002 16:00:00,26.44
11/22/2002 16:00:00,27.72
11/29/2002 16:00:00,27.72
12/6/2002 16:00:00,26.2
12/13/2002 16:00:00,25.04
12/20/2002 16:00:00,25.32
12/27/2002 16:00:00,24.82
1/3/2003 16:00:00,25.68
1/10/2003 16:00:00,27.1
1/17/2003 16:00:00,25.31
1/24/2003 16:00:00,24.82
1/31/2003 16:00:00,24.44
2/7/2003 16:00:00,23.81
2/14/2003 16:00:00,24.49
2/21/2003 16:00:00,25.17
2/28/2003 16:00:00,25.16
3/7/2003 16:00:00,24.54
3/14/2003 16:00:00,25.72
3/21/2003 16:00:00,27.17
3/28/2003 16:00:00,26.08
4/4/2003 16:00:00,26.05
4/11/2003 16:00:00,25.51
4/17/2003 16:00:00,26.82
4/25/2003 16:00:00,26.95
5/2/2003 16:00:00,28.28
5/9/2003 16:00:00,28.41
5/16/2003 16:00:00,28.7
5/23/2003 16:00:00,28.1
5/30/2003 16:00:00,29.79
6/6/2003 16:00:00,30.13
6/13/2003 16:00:00,29.96
6/20/2003 16:00:00,30.38
6/27/2003 16:00:00,29.83
7/3/2003 16:00:00,30.58
7/11/2003 16:00:00,31.84
7/18/2003 16:00:00,31.28
7/25/2003 16:00:00,31.8
8/1/2003 16:00:00,31.46
8/8/2003 16:00:00,30.07
8/15/2003 16:00:00,31.17
8/22/2003 16:00:00,32.44
8/29/2003 16:00:00,33.39
9/5/2003 16:00:00,33.94
9/12/2003 16:00:00,33.82
9/19/2003 16:00:00,34.58
9/26/2003 16:00:00,32.58
10/3/2003 16:00:00,34.19
10/10/2003 16:00:00,35.01
10/17/2003 16:00:00,34.61
10/24/2003 16:00:00,34.2
10/31/2003 16:00:00,35.18
11/7/2003 16:00:00,35.63
11/14/2003 16:00:00,35.04
11/21/2003 16:00:00,34.23
11/28/2003 16:00:00,35.38
12/5/2003 16:00:00,35.04
12/12/2003 16:00:00,35.24
12/19/2003 16:00:00,35.46
12/26/2003 16:00:00,35.85
1/2/2004 16:00:00,36.36
1/9/2004 16:00:00,37.73
1/16/2004 16:00:00,38.57
1/23/2004 16:00:00,38.01
1/30/2004 16:00:00,37.07
2/6/2004 16:00:00,37.13
2/13/2004 16:00:00,36.94
2/20/2004 16:00:00,36.86
2/27/2004 16:00:00,36.57
3/5/2004 16:00:00,36.63
3/12/2004 16:00:00,35.51
3/19/2004 16:00:00,34.75
3/26/2004 16:00:00,35.22
4/2/2004 16:00:00,37.1
4/8/2004 16:00:00,36.94
4/16/2004 16:00:00,36.09
4/23/2004 16:00:00,37.08
4/30/2004 16:00:00,34.77
5/7/2004 16:00:00,34.97
5/14/2004 16:00:00,34.75
5/21/2004 16:00:00,35.02
5/28/2004 16:00:00,36.55
6/4/2004 16:00:00,36.19
6/10/2004 16:00:00,36.8
6/18/2004 16:00:00,36.44
6/25/2004 16:00:00,37.33
7/2/2004 16:00:00,36.82
7/9/2004 16:00:00,35.75
7/16/2004 16:00:00,34.67
7/23/2004 16:00:00,34.21
7/30/2004 16:00:00,34.89
8/6/2004 16:00:00,32.72
8/13/2004 16:00:00,32.52
8/20/2004 16:00:00,34.01
8/27/2004 16:00:00,34.56
9/3/2004 16:00:00,34.14
9/10/2004 16:00:00,35.12
9/17/2004 16:00:00,35.43
9/24/2004 16:00:00,34.8
10/1/2004 16:00:00,36.1
10/8/2004 16:00:00,35.58
10/15/2004 16:00:00,35.63
10/22/2004 16:00:00,35.8
10/29/2004 16:00:00,36.9
11/5/2004 16:00:00,37.96
11/12/2004 16:00:00,38.66
11/19/2004 16:00:00,38.68
11/26/2004 16:00:00,39.21
12/3/2004 16:00:00,40.13
12/10/2004 16:00:00,39.93
12/17/2004 16:00:00,39.47
12/23/2004 16:00:00,39.76
12/31/2004 16:00:00,39.92
1/7/2005 16:00:00,38.55
1/14/2005 16:00:00,38.43
1/21/2005 16:00:00,37.05
1/28/2005 16:00:00,36.92
2/4/2005 16:00:00,37.75
2/11/2005 16:00:00,37.7
2/18/2005 16:00:00,37.35
2/25/2005 16:00:00,37.62
3/4/2005 16:00:00,37.52
3/11/2005 16:00:00,37.17
3/18/2005 16:00:00,36.51
3/24/2005 16:00:00,36.27
4/1/2005 16:00:00,36.2
4/8/2005 16:00:00,36.64
4/15/2005 16:00:00,34.74
4/22/2005 16:00:00,35.09
4/29/2005 16:00:00,34.98
5/6/2005 16:00:00,35.86
5/13/2005 16:00:00,36.24
5/20/2005 16:00:00,37.66
5/27/2005 16:00:00,38.21
6/3/2005 16:00:00,38.1
6/10/2005 16:00:00,37.55
6/17/2005 16:00:00,37.87
6/24/2005 16:00:00,36.97
7/1/2005 16:00:00,36.72
7/8/2005 16:00:00,37.77
7/15/2005 16:00:00,38.89
7/22/2005 16:00:00,39.42
7/29/2005 16:00:00,39.58
8/5/2005 16:00:00,39.48
8/12/2005 16:00:00,39.21
8/19/2005 16:00:00,38.82
8/26/2005 16:00:00,38.46
9/2/2005 16:00:00,38.77
9/9/2005 16:00:00,39.62
9/16/2005 16:00:00,39.4
9/23/2005 16:00:00,38.75
9/30/2005 16:00:00,39.46
10/7/2005 16:00:00,38.34
10/14/2005 16:00:00,38.06
10/21/2005 16:00:00,38.55
10/28/2005 16:00:00,38.32
11/4/2005 16:00:00,40.08
11/11/2005 16:00:00,40.71
11/18/2005 16:00:00,41.45
11/23/2005 16:00:00,41.8
12/2/2005 16:00:00,42.11
12/9/2005 16:00:00,41.72
12/16/2005 16:00:00,41.58
12/23/2005 16:00:00,41.4
12/30/2005 16:00:00,40.41
1/6/2006 16:00:00,42.68
1/13/2006 16:00:00,42.98
1/20/2006 16:00:00,41.25
1/27/2006 16:00:00,42.11
2/3/2006 16:00:00,40.92
2/10/2006 16:00:00,40.96
2/17/2006 16:00:00,41.21
2/24/2006 16:00:00,41.26
3/3/2006 16:00:00,41.45
3/10/2006 16:00:00,40.56
3/17/2006 16:00:00,41.45
3/24/2006 16:00:00,41.3
3/31/2006 16:00:00,41.93
4/7/2006 16:00:00,42.32
4/13/2006 16:00:00,42.1
4/21/2006 16:00:00,42
4/28/2006 16:00:00,41.85
5/5/2006 16:00:00,42.16
5/12/2006 16:00:00,40.19
5/19/2006 16:00:00,39.35
5/26/2006 16:00:00,39.49
6/2/2006 16:00:00,39.64
6/9/2006 16:00:00,38.15
6/16/2006 16:00:00,38.34
6/23/2006 16:00:00,38.15
6/30/2006 16:00:00,38.77
7/7/2006 16:00:00,37.69
7/14/2006 16:00:00,35.94
7/21/2006 16:00:00,35.7
7/28/2006 16:00:00,37.11
8/4/2006 16:00:00,36.95
8/11/2006 16:00:00,36.53
8/18/2006 16:00:00,38.79
8/25/2006 16:00:00,38.32
9/1/2006 16:00:00,39.08
9/8/2006 16:00:00,38.72
9/15/2006 16:00:00,40.11
9/22/2006 16:00:00,39.87
9/29/2006 16:00:00,40.65
10/6/2006 16:00:00,41.41
10/13/2006 16:00:00,42.43
10/20/2006 16:00:00,42
10/27/2006 16:00:00,42.21
11/3/2006 16:00:00,41.93
11/10/2006 16:00:00,43.03
11/17/2006 16:00:00,44.3
11/22/2006 16:00:00,44.73
12/1/2006 16:00:00,43.66
12/8/2006 16:00:00,43.9
12/15/2006 16:00:00,44.43
12/22/2006 16:00:00,42.93
12/29/2006 16:00:00,43.16
1/5/2007 16:00:00,43.85
1/12/2007 16:00:00,45.31
1/19/2007 16:00:00,44.17
1/26/2007 16:00:00,43.57
2/2/2007 16:00:00,44.16
2/9/2007 16:00:00,43.84
2/16/2007 16:00:00,44.71
2/23/2007 16:00:00,45.26
3/2/2007 16:00:00,42.48
3/9/2007 16:00:00,42.98
3/16/2007 16:00:00,42.83
3/23/2007 16:00:00,44.12
3/30/2007 16:00:00,43.53
4/4/2007 16:00:00,44.34
4/13/2007 16:00:00,44.65
4/20/2007 16:00:00,45.4
4/27/2007 16:00:00,46.57
5/4/2007 16:00:00,46.63
5/11/2007 16:00:00,46.78
5/18/2007 16:00:00,46.71
5/25/2007 16:00:00,46.45
6/1/2007 16:00:00,47.44
6/8/2007 16:00:00,46.91
6/15/2007 16:00:00,47.73
6/22/2007 16:00:00,47.29
6/29/2007 16:00:00,47.6
7/6/2007 16:00:00,48.86
7/13/2007 16:00:00,49.9
7/20/2007 16:00:00,50.05
7/27/2007 16:00:00,47.99
8/3/2007 16:00:00,47.42
8/10/2007 16:00:00,47.28
8/17/2007 16:00:00,46.31
8/24/2007 16:00:00,48.2
8/31/2007 16:00:00,48.87
9/7/2007 16:00:00,48.23
9/14/2007 16:00:00,49.22
9/21/2007 16:00:00,50.36
9/28/2007 16:00:00,51.41
10/5/2007 16:00:00,52.82
10/12/2007 16:00:00,53.53
10/19/2007 16:00:00,52.44
10/26/2007 16:00:00,53.93
11/2/2007 16:00:00,54.42
11/9/2007 16:00:00,50
11/16/2007 16:00:00,50.28
11/21/2007 16:00:00,49.31
11/30/2007 16:00:00,51.31
12/7/2007 16:00:00,52.33
12/14/2007 16:00:00,50.97
12/21/2007 16:00:00,51.85
12/28/2007 16:00:00,51.86
1/4/2008 16:00:00,48.4
1/11/2008 16:00:00,47.05
1/18/2008 16:00:00,45.35
1/25/2008 16:00:00,43.99
2/1/2008 16:00:00,45.59
2/8/2008 16:00:00,43.6
2/15/2008 16:00:00,43.82
2/22/2008 16:00:00,43.68
2/29/2008 16:00:00,42.95
3/7/2008 16:00:00,42.07
3/14/2008 16:00:00,42.25
3/20/2008 16:00:00,43.09
3/28/2008 16:00:00,43.49
4/4/2008 16:00:00,45.86
4/11/2008 16:00:00,44.28
4/18/2008 16:00:00,46.71
4/25/2008 16:00:00,47.15
5/2/2008 16:00:00,48.77
5/9/2008 16:00:00,48.21
5/16/2008 16:00:00,50.01
5/23/2008 16:00:00,48.2
5/30/2008 16:00:00,50.01
6/6/2008 16:00:00,49.03
6/13/2008 16:00:00,48.37
6/20/2008 16:00:00,47.42
6/27/2008 16:00:00,45.65
7/2/2008 16:00:00,44.71
7/11/2008 16:00:00,44.56
7/18/2008 16:00:00,44.59
7/25/2008 16:00:00,45.27
8/1/2008 16:00:00,44.88
8/8/2008 16:00:00,47.32
8/15/2008 16:00:00,48.16
8/21/2008 16:00:00,46.87
8/29/2008 16:00:00,46.12
9/5/2008 16:00:00,43.45
9/12/2008 16:00:00,43.43
9/19/2008 16:00:00,42.9
9/26/2008 16:00:00,41.08
10/3/2008 16:00:00,36.18
10/10/2008 16:00:00,31.32
10/17/2008 16:00:00,32.3
10/24/2008 16:00:00,29.51
10/31/2008 16:00:00,32.89
11/7/2008 16:00:00,31.19
11/14/2008 16:00:00,28.98
11/21/2008 16:00:00,26.67
11/26/2008 16:00:00,29.35
12/5/2008 16:00:00,28.94
12/12/2008 16:00:00,29.68
12/19/2008 16:00:00,29.86
12/26/2008 16:00:00,29.13
1/2/2009 16:00:00,31.03
1/9/2009 16:00:00,30.07
1/16/2009 16:00:00,29.42
1/23/2009 16:00:00,28.9
1/30/2009 16:00:00,29.06
2/6/2009 16:00:00,31.37
2/13/2009 16:00:00,30.43
2/20/2009 16:00:00,28.87
2/27/2009 16:00:00,27.53
3/6/2009 16:00:00,26.3
3/13/2009 16:00:00,28.74
3/20/2009 16:00:00,29.18
3/27/2009 16:00:00,30.82
4/3/2009 16:00:00,32.35
4/9/2009 16:00:00,32.94
4/17/2009 16:00:00,33.31
4/24/2009 16:00:00,33.69
5/1/2009 16:00:00,34.37
5/8/2009 16:00:00,34.23
5/15/2009 16:00:00,33.37
5/22/2009 16:00:00,33.54
5/29/2009 16:00:00,35.38
6/5/2009 16:00:00,36.78
6/12/2009 16:00:00,36.65
6/19/2009 16:00:00,36.16
6/26/2009 16:00:00,36.37
7/2/2009 16:00:00,35.6
7/10/2009 16:00:00,34.92
7/17/2009 16:00:00,37.56
7/24/2009 16:00:00,39.05
7/31/2009 16:00:00,39.45
8/7/2009 16:00:00,39.88
8/14/2009 16:00:00,39.63
8/21/2009 16:00:00,40.29
8/28/2009 16:00:00,40.44
9/4/2009 16:00:00,40.36
9/11/2009 16:00:00,41.52
9/18/2009 16:00:00,42.44
9/25/2009 16:00:00,41.7
10/2/2009 16:00:00,40.88
10/9/2009 16:00:00,42.48
10/16/2009 16:00:00,42.78
10/23/2009 16:00:00,43.13
10/30/2009 16:00:00,40.96
11/6/2009 16:00:00,42.6
11/13/2009 16:00:00,44.01
11/20/2009 16:00:00,43.44
11/27/2009 16:00:00,43.51
12/4/2009 16:00:00,44.12
12/11/2009 16:00:00,44.13
12/18/2009 16:00:00,44.46
12/24/2009 16:00:00,45.98
12/31/2009 16:00:00,45.75
1/8/2010 16:00:00,46.55
1/15/2010 16:00:00,45.85
1/22/2010 16:00:00,44.16
1/29/2010 16:00:00,42.79
2/5/2010 16:00:00,42.98
2/12/2010 16:00:00,43.76
2/19/2010 16:00:00,44.83
2/26/2010 16:00:00,44.76
3/5/2010 16:00:00,46.44
3/12/2010 16:00:00,47.36
3/19/2010 16:00:00,47.49
3/26/2010 16:00:00,48
4/1/2010 16:00:00,48.16
4/9/2010 16:00:00,49.03
4/16/2010 16:00:00,49.53
4/23/2010 16:00:00,50.52
4/30/2010 16:00:00,49.24
5/7/2010 16:00:00,45.41
5/14/2010 16:00:00,46.93
5/21/2010 16:00:00,44.84
5/28/2010 16:00:00,45.6
6/4/2010 16:00:00,45.09
6/11/2010 16:00:00,45.5
6/18/2010 16:00:00,47
6/25/2010 16:00:00,45.27
7/2/2010 16:00:00,42.47
7/9/2010 16:00:00,44.62
7/16/2010 16:00:00,44.34
7/23/2010 16:00:00,46.06
7/30/2010 16:00:00,45.81
8/6/2010 16:00:00,46.76
8/13/2010 16:00:00,44.72
8/20/2010 16:00:00,44.92
8/27/2010 16:00:00,44.07
9/3/2010 16:00:00,46.01
9/10/2010 16:00:00,46.6
9/17/2010 16:00:00,48
9/24/2010 16:00:00,49.66
10/1/2010 16:00:00,49.01
10/8/2010 16:00:00,49.75
10/15/2010 16:00:00,51.49
10/22/2010 16:00:00,51.64
10/29/2010 16:00:00,52.18
11/5/2010 16:00:00,53.67
11/12/2010 16:00:00,52.51
11/19/2010 16:00:00,52.47
11/26/2010 16:00:00,52.77
12/3/2010 16:00:00,53.87
12/10/2010 16:00:00,54.5
12/17/2010 16:00:00,54.52
12/23/2010 16:00:00,54.74
12/31/2010 16:00:00,54.46
1/7/2011 16:00:00,55.87
1/14/2011 16:00:00,57
1/21/2011 16:00:00,55.68
1/28/2011 16:00:00,55.73
2/4/2011 16:00:00,57.38
2/11/2011 16:00:00,58.44
2/18/2011 16:00:00,58.73
2/25/2011 16:00:00,57.65
3/4/2011 16:00:00,57.97
3/11/2011 16:00:00,56.49
3/18/2011 16:00:00,54.45
3/25/2011 16:00:00,56.84
4/1/2011 16:00:00,57.46
4/8/2011 16:00:00,56.95
4/15/2011 16:00:00,56.65
4/21/2011 16:00:00,58.34
4/29/2011 16:00:00,59.08
5/6/2011 16:00:00,58.47
5/13/2011 16:00:00,58.41
5/20/2011 16:00:00,57.77
5/27/2011 16:00:00,57.43
6/3/2011 16:00:00,56.35
6/10/2011 16:00:00,54.64
6/17/2011 16:00:00,53.79
6/24/2011 16:00:00,54.38
7/1/2011 16:00:00,57.91
7/8/2011 16:00:00,59.03
7/15/2011 16:00:00,57.85
7/22/2011 16:00:00,59.6
7/29/2011 16:00:00,58
8/5/2011 16:00:00,53.83
8/12/2011 16:00:00,53.57
8/19/2011 16:00:00,50.03
8/26/2011 16:00:00,53.13
9/2/2011 16:00:00,53.28
9/9/2011 16:00:00,53.18
9/16/2011 16:00:00,56.59
9/23/2011 16:00:00,54.15
9/30/2011 16:00:00,52.49
10/7/2011 16:00:00,54.07
10/14/2011 16:00:00,58.18
10/21/2011 16:00:00,57.3
10/28/2011 16:00:00,58.94
11/4/2011 16:00:00,57.8
11/11/2011 16:00:00,57.85
11/18/2011 16:00:00,55.4
11/25/2011 16:00:00,52.88
12/2/2011 16:00:00,56.62
12/9/2011 16:00:00,57.02
12/16/2011 16:00:00,54.86
12/23/2011 16:00:00,56.08
12/30/2011 16:00:00,55.83
1/6/2012 16:00:00,57.81
1/13/2012 16:00:00,58.18
1/20/2012 16:00:00,59.77
1/27/2012 16:00:00,60.4
2/3/2012 16:00:00,62.05
2/10/2012 16:00:00,62.47
2/17/2012 16:00:00,63.43
2/24/2012 16:00:00,63.96
